lat,lng,elevation
2.325,33.2509,1040.7875
2.3251,33.2509,1041.0787
2.3252,33.2509,1041.37
2.3253,33.2509,1041.6613
2.3254,33.2509,1041.9525
2.3179,33.251,1041.9475
2.318,33.251,1041.8425
2.3181,33.251,1041.7374
2.3182,33.251,1041.5292
2.3183,33.251,1041.3024
2.3184,33.251,1041.0757
2.3185,33.251,1040.8489
2.3186,33.251,1040.6221
2.3187,33.251,1040.3953
2.3188,33.251,1040.1686
2.3189,33.251,1040.1245
2.319,33.251,1040.0839
2.3191,33.251,1040.0433
2.3192,33.251,1040.0027
2.3193,33.251,1039.9622
2.3194,33.251,1039.9216
2.3195,33.251,1039.8616
2.3196,33.251,1039.6515
2.3197,33.251,1039.4413
2.3198,33.251,1039.2312
2.3199,33.251,1039.0211
2.32,33.251,1038.8109
2.3201,33.251,1038.6008
2.3202,33.251,1038.3906
2.3203,33.251,1038.1805
2.3204,33.251,1037.9705
2.3205,33.251,1037.7603
2.3206,33.251,1037.5502
2.3207,33.251,1037.34
2.3208,33.251,1037.1299
2.3209,33.251,1036.9198
2.321,33.251,1036.7096
2.3211,33.251,1036.4995
2.3212,33.251,1036.2894
2.3213,33.251,1036.0792
2.3214,33.251,1035.8691
2.3215,33.251,1035.6589
2.3216,33.251,1035.6654
2.3217,33.251,1035.8756
2.3218,33.251,1036.0857
2.3219,33.251,1036.2959
2.322,33.251,1036.506
2.3221,33.251,1036.7161
2.3222,33.251,1036.9263
2.3223,33.251,1037.1627
2.3224,33.251,1037.4133
2.3225,33.251,1037.6641
2.3226,33.251,1037.9148
2.3227,33.251,1038.1655
2.3228,33.251,1038.4161
2.3229,33.251,1038.6669
2.323,33.251,1038.7214
2.3231,33.251,1038.7214
2.3232,33.251,1038.7214
2.3233,33.251,1038.7214
2.3234,33.251,1038.7214
2.3235,33.251,1038.7214
2.3236,33.251,1038.7214
2.3237,33.251,1038.8549
2.3238,33.251,1039.0005
2.3239,33.251,1039.1461
2.324,33.251,1039.2917
2.3241,33.251,1039.4374
2.3242,33.251,1039.583
2.3243,33.251,1039.7267
2.3244,33.251,1039.8317
2.3245,33.251,1039.9368
2.3246,33.251,1040.0419
2.3247,33.251,1040.1469
2.3248,33.251,1040.252
2.3249,33.251,1040.3571
2.325,33.251,1040.4962
2.3251,33.251,1040.7875
2.3252,33.251,1041.0787
2.3253,33.251,1041.37
2.3254,33.251,1041.6613
2.3255,33.251,1041.9525
2.3178,33.2511,1041.8401
2.3179,33.2511,1041.7562
2.318,33.2511,1041.6724
2.3181,33.2511,1041.5885
2.3182,33.2511,1041.3477
2.3183,33.2511,1041.0784
2.3184,33.2511,1040.8092
2.3185,33.2511,1040.54
2.3186,33.2511,1040.2709
2.3187,33.2511,1040.0016
2.3188,33.2511,1039.7324
2.3189,33.2511,1039.6667
2.319,33.2511,1039.605
2.3191,33.2511,1039.5432
2.3192,33.2511,1039.4814
2.3193,33.2511,1039.4197
2.3194,33.2511,1039.3578
2.3195,33.2511,1039.2839
2.3196,33.2511,1039.1162
2.3197,33.2511,1038.9485
2.3198,33.2511,1038.7808
2.3199,33.2511,1038.613
2.32,33.2511,1038.4453
2.3201,33.2511,1038.2776
2.3202,33.2511,1038.11
2.3203,33.2511,1037.9423
2.3204,33.2511,1037.7745
2.3205,33.2511,1037.6068
2.3206,33.2511,1037.4391
2.3207,33.2511,1037.2714
2.3208,33.2511,1037.1036
2.3209,33.2511,1036.9359
2.321,33.2511,1036.7683
2.3211,33.2511,1036.6006
2.3212,33.2511,1036.4329
2.3213,33.2511,1036.2651
2.3214,33.2511,1036.0974
2.3215,33.2511,1035.9297
2.3216,33.2511,1035.9348
2.3217,33.2511,1036.1025
2.3218,33.2511,1036.2703
2.3219,33.2511,1036.438
2.322,33.2511,1036.6057
2.3221,33.2511,1036.7734
2.3222,33.2511,1036.9412
2.3223,33.2511,1037.1489
2.3224,33.2511,1037.3784
2.3225,33.2511,1037.6079
2.3226,33.2511,1037.8374
2.3227,33.2511,1038.0669
2.3228,33.2511,1038.2964
2.3229,33.2511,1038.5259
2.323,33.2511,1038.5758
2.3231,33.2511,1038.5758
2.3232,33.2511,1038.5758
2.3233,33.2511,1038.5758
2.3234,33.2511,1038.5758
2.3235,33.2511,1038.5758
2.3236,33.2511,1038.5758
2.3237,33.2511,1038.7092
2.3238,33.2511,1038.8549
2.3239,33.2511,1039.0005
2.324,33.2511,1039.1461
2.3241,33.2511,1039.2917
2.3242,33.2511,1039.4374
2.3243,33.2511,1039.58
2.3244,33.2511,1039.6638
2.3245,33.2511,1039.7477
2.3246,33.2511,1039.8315
2.3247,33.2511,1039.9154
2.3248,33.2511,1039.9993
2.3249,33.2511,1040.0831
2.325,33.2511,1040.205
2.3251,33.2511,1040.4962
2.3252,33.2511,1040.7875
2.3253,33.2511,1041.0787
2.3254,33.2511,1041.37
2.3255,33.2511,1041.6613
2.3256,33.2511,1041.9525
2.3178,33.2512,1041.6277
2.3179,33.2512,1041.5649
2.318,33.2512,1041.5023
2.3181,33.2512,1041.4397
2.3182,33.2512,1041.166
2.3183,33.2512,1040.8544
2.3184,33.2512,1040.5427
2.3185,33.2512,1040.2312
2.3186,33.2512,1039.9196
2.3187,33.2512,1039.6079
2.3188,33.2512,1039.2963
2.3189,33.2512,1039.209
2.319,33.2512,1039.126
2.3191,33.2512,1039.0431
2.3192,33.2512,1038.9601
2.3193,33.2512,1038.8771
2.3194,33.2512,1038.7941
2.3195,33.2512,1038.7062
2.3196,33.2512,1038.5809
2.3197,33.2512,1038.4557
2.3198,33.2512,1038.3303
2.3199,33.2512,1038.2051
2.32,33.2512,1038.0798
2.3201,33.2512,1037.9545
2.3202,33.2512,1037.8292
2.3203,33.2512,1037.7039
2.3204,33.2512,1037.5786
2.3205,33.2512,1037.4534
2.3206,33.2512,1037.328
2.3207,33.2512,1037.2028
2.3208,33.2512,1037.0774
2.3209,33.2512,1036.9521
2.321,33.2512,1036.8269
2.3211,33.2512,1036.7015
2.3212,33.2512,1036.5763
2.3213,33.2512,1036.451
2.3214,33.2512,1036.3257
2.3215,33.2512,1036.2004
2.3216,33.2512,1036.2042
2.3217,33.2512,1036.3296
2.3218,33.2512,1036.4548
2.3219,33.2512,1036.5802
2.322,33.2512,1036.7054
2.3221,33.2512,1036.8307
2.3222,33.2512,1036.9561
2.3223,33.2512,1037.1351
2.3224,33.2512,1037.3434
2.3225,33.2512,1037.5518
2.3226,33.2512,1037.76
2.3227,33.2512,1037.9683
2.3228,33.2512,1038.1765
2.3229,33.2512,1038.3849
2.323,33.2512,1038.4302
2.3231,33.2512,1038.4302
2.3232,33.2512,1038.4302
2.3233,33.2512,1038.4302
2.3234,33.2512,1038.4302
2.3235,33.2512,1038.4302
2.3236,33.2512,1038.4302
2.3237,33.2512,1038.5636
2.3238,33.2512,1038.7092
2.3239,33.2512,1038.8549
2.324,33.2512,1039.0005
2.3241,33.2512,1039.1461
2.3242,33.2512,1039.2917
2.3243,33.2512,1039.4332
2.3244,33.2512,1039.4958
2.3245,33.2512,1039.5586
2.3246,33.2512,1039.6212
2.3247,33.2512,1039.6838
2.3248,33.2512,1039.7465
2.3249,33.2512,1039.8091
2.325,33.2512,1039.9137
2.3251,33.2512,1040.205
2.3252,33.2512,1040.4962
2.3253,33.2512,1040.7875
2.3254,33.2512,1041.0787
2.3255,33.2512,1041.37
2.3256,33.2512,1041.6613
2.3257,33.2512,1041.9263
2.3179,33.2513,1041.3737
2.318,33.2513,1041.3323
2.3181,33.2513,1041.2908
2.3182,33.2513,1040.9844
2.3183,33.2513,1040.6304
2.3184,33.2513,1040.2764
2.3185,33.2513,1039.9224
2.3186,33.2513,1039.5682
2.3187,33.2513,1039.2142
2.3188,33.2513,1038.8602
2.3189,33.2513,1038.7513
2.319,33.2513,1038.6471
2.3191,33.2513,1038.5428
2.3192,33.2513,1038.4387
2.3193,33.2513,1038.3345
2.3194,33.2513,1038.2303
2.3195,33.2513,1038.1285
2.3196,33.2513,1038.0457
2.3197,33.2513,1037.9628
2.3198,33.2513,1037.8799
2.3199,33.2513,1037.7971
2.32,33.2513,1037.7142
2.3201,33.2513,1037.6313
2.3202,33.2513,1037.5485
2.3203,33.2513,1037.4656
2.3204,33.2513,1037.3827
2.3205,33.2513,1037.2998
2.3206,33.2513,1037.2169
2.3207,33.2513,1037.1342
2.3208,33.2513,1037.0513
2.3209,33.2513,1036.9684
2.321,33.2513,1036.8855
2.3211,33.2513,1036.8026
2.3212,33.2513,1036.7197
2.3213,33.2513,1036.6368
2.3214,33.2513,1036.554
2.3215,33.2513,1036.4711
2.3216,33.2513,1036.4736
2.3217,33.2513,1036.5565
2.3218,33.2513,1036.6394
2.3219,33.2513,1036.7223
2.322,33.2513,1036.8052
2.3221,33.2513,1036.8881
2.3222,33.2513,1036.9709
2.3223,33.2513,1037.1213
2.3224,33.2513,1037.3085
2.3225,33.2513,1037.4955
2.3226,33.2513,1037.6826
2.3227,33.2513,1037.8696
2.3228,33.2513,1038.0568
2.3229,33.2513,1038.2438
2.323,33.2513,1038.2845
2.3231,33.2513,1038.2845
2.3232,33.2513,1038.2845
2.3233,33.2513,1038.2845
2.3234,33.2513,1038.2845
2.3235,33.2513,1038.2845
2.3236,33.2513,1038.2845
2.3237,33.2513,1038.418
2.3238,33.2513,1038.5636
2.3239,33.2513,1038.7092
2.324,33.2513,1038.8549
2.3241,33.2513,1039.0005
2.3242,33.2513,1039.1461
2.3243,33.2513,1039.2866
2.3244,33.2513,1039.328
2.3245,33.2513,1039.3694
2.3246,33.2513,1039.4109
2.3247,33.2513,1039.4523
2.3248,33.2513,1039.4938
2.3249,33.2513,1039.5352
2.325,33.2513,1039.6223
2.3251,33.2513,1039.9137
2.3252,33.2513,1040.205
2.3253,33.2513,1040.4962
2.3254,33.2513,1040.7875
2.3255,33.2513,1041.0787
2.3256,33.2513,1041.37
2.3257,33.2513,1041.6283
2.3258,33.2513,1041.8153
2.3179,33.2514,1041.1824
2.318,33.2514,1041.1622
2.3181,33.2514,1041.142
2.3182,33.2514,1040.8029
2.3183,33.2514,1040.4064
2.3184,33.2514,1040.0099
2.3185,33.2514,1039.6134
2.3186,33.2514,1039.217
2.3187,33.2514,1038.8206
2.3188,33.2514,1038.4241
2.3189,33.2514,1038.2936
2.319,33.2514,1038.1682
2.3191,33.2514,1038.0427
2.3192,33.2514,1037.9174
2.3193,33.2514,1037.792
2.3194,33.2514,1037.6665
2.3195,33.2514,1037.5509
2.3196,33.2514,1037.5104
2.3197,33.2514,1037.47
2.3198,33.2514,1037.4296
2.3199,33.2514,1037.389
2.32,33.2514,1037.3486
2.3201,33.2514,1037.3082
2.3202,33.2514,1037.2677
2.3203,33.2514,1037.2273
2.3204,33.2514,1037.1868
2.3205,33.2514,1037.1464
2.3206,33.2514,1037.106
2.3207,33.2514,1037.0654
2.3208,33.2514,1037.025
2.3209,33.2514,1036.9845
2.321,33.2514,1036.9441
2.3211,33.2514,1036.9037
2.3212,33.2514,1036.8632
2.3213,33.2514,1036.8228
2.3214,33.2514,1036.7823
2.3215,33.2514,1036.7418
2.3216,33.2514,1036.743
2.3217,33.2514,1036.7836
2.3218,33.2514,1036.824
2.3219,33.2514,1036.8645
2.322,33.2514,1036.9049
2.3221,33.2514,1036.9453
2.3222,33.2514,1036.9858
2.3223,33.2514,1037.1077
2.3224,33.2514,1037.2734
2.3225,33.2514,1037.4393
2.3226,33.2514,1037.6052
2.3227,33.2514,1037.7711
2.3228,33.2514,1037.9369
2.3229,33.2514,1038.1028
2.323,33.2514,1038.1389
2.3231,33.2514,1038.1389
2.3232,33.2514,1038.1389
2.3233,33.2514,1038.1389
2.3234,33.2514,1038.1389
2.3235,33.2514,1038.1389
2.3236,33.2514,1038.1389
2.3237,33.2514,1038.2723
2.3238,33.2514,1038.418
2.3239,33.2514,1038.5636
2.324,33.2514,1038.7092
2.3241,33.2514,1038.8549
2.3242,33.2514,1039.0005
2.3243,33.2514,1039.1399
2.3244,33.2514,1039.1602
2.3245,33.2514,1039.1803
2.3246,33.2514,1039.2006
2.3247,33.2514,1039.2208
2.3248,33.2514,1039.241
2.3249,33.2514,1039.2612
2.325,33.2514,1039.3311
2.3251,33.2514,1039.6223
2.3252,33.2514,1039.9137
2.3253,33.2514,1040.205
2.3254,33.2514,1040.4962
2.3255,33.2514,1040.7875
2.3256,33.2514,1041.0787
2.3257,33.2514,1041.3303
2.3258,33.2514,1041.4961
2.3259,33.2514,1041.662
2.326,33.2514,1041.8279
2.318,33.2515,1040.9877
2.3181,33.2515,1040.9867
2.3182,33.2515,1040.6169
2.3183,33.2515,1040.181
2.3184,33.2515,1039.7451
2.3185,33.2515,1039.3092
2.3186,33.2515,1038.8733
2.3187,33.2515,1038.4374
2.3188,33.2515,1038.0015
2.3189,33.2515,1037.8503
2.319,33.2515,1037.7047
2.3191,33.2515,1037.5591
2.3192,33.2515,1037.4135
2.3193,33.2515,1037.2678
2.3194,33.2515,1037.1222
2.3195,33.2515,1036.9933
2.3196,33.2515,1036.9933
2.3197,33.2515,1036.9933
2.3198,33.2515,1036.9933
2.3199,33.2515,1036.9933
2.32,33.2515,1036.9933
2.3201,33.2515,1036.9933
2.3202,33.2515,1036.9935
2.3203,33.2515,1036.9945
2.3204,33.2515,1036.9955
2.3205,33.2515,1036.9965
2.3206,33.2515,1036.9974
2.3207,33.2515,1036.9984
2.3208,33.2515,1036.9994
2.3209,33.2515,1036.9996
2.321,33.2515,1036.9987
2.3211,33.2515,1036.9977
2.3212,33.2515,1036.9967
2.3213,33.2515,1036.9957
2.3214,33.2515,1036.9948
2.3215,33.2515,1036.9938
2.3216,33.2515,1036.9928
2.3217,33.2515,1036.9917
2.3218,33.2515,1036.9907
2.3219,33.2515,1036.9897
2.322,33.2515,1036.9888
2.3221,33.2515,1036.9878
2.3222,33.2515,1036.9868
2.3223,33.2515,1037.0803
2.3224,33.2515,1037.225
2.3225,33.2515,1037.3696
2.3226,33.2515,1037.5143
2.3227,33.2515,1037.6589
2.3228,33.2515,1037.8036
2.3229,33.2515,1037.9482
2.323,33.2515,1037.9805
2.3231,33.2515,1037.9814
2.3232,33.2515,1037.9824
2.3233,33.2515,1037.9834
2.3234,33.2515,1037.9845
2.3235,33.2515,1037.9855
2.3236,33.2515,1037.9865
2.3237,33.2515,1038.1199
2.3238,33.2515,1038.2655
2.3239,33.2515,1038.4111
2.324,33.2515,1038.5568
2.3241,33.2515,1038.7024
2.3242,33.2515,1038.848
2.3243,33.2515,1038.9865
2.3244,33.2515,1038.9865
2.3245,33.2515,1038.9865
2.3246,33.2515,1038.9865
2.3247,33.2515,1038.9865
2.3248,33.2515,1038.9865
2.3249,33.2515,1038.9865
2.325,33.2515,1039.0397
2.3251,33.2515,1039.33
2.3252,33.2515,1039.6202
2.3253,33.2515,1039.9105
2.3254,33.2515,1040.2008
2.3255,33.2515,1040.4911
2.3256,33.2515,1040.7814
2.3257,33.2515,1041.0261
2.3258,33.2515,1041.1727
2.3259,33.2515,1041.3195
2.326,33.2515,1041.4661
2.3261,33.2515,1041.6127
2.3262,33.2515,1041.7593
2.3263,33.2515,1041.9059
2.318,33.2516,1040.7208
2.3181,33.2516,1040.6986
2.3182,33.2516,1040.3436
2.3183,33.2516,1039.929
2.3184,33.2516,1039.5143
2.3185,33.2516,1039.0995
2.3186,33.2516,1038.6848
2.3187,33.2516,1038.2701
2.3188,33.2516,1037.8553
2.3189,33.2516,1037.7047
2.319,33.2516,1037.5591
2.3191,33.2516,1037.4135
2.3192,33.2516,1037.2678
2.3193,33.2516,1037.1222
2.3194,33.2516,1036.9766
2.3195,33.2516,1036.8477
2.3196,33.2516,1036.8477
2.3197,33.2516,1036.8477
2.3198,33.2516,1036.8477
2.3199,33.2516,1036.8477
2.32,33.2516,1036.8477
2.3201,33.2516,1036.8477
2.3202,33.2516,1036.8531
2.3203,33.2516,1036.8754
2.3204,33.2516,1036.8975
2.3205,33.2516,1036.9197
2.3206,33.2516,1036.9419
2.3207,33.2516,1036.9641
2.3208,33.2516,1036.9863
2.3209,33.2516,1036.9916
2.321,33.2516,1036.9694
2.3211,33.2516,1036.9471
2.3212,33.2516,1036.9249
2.3213,33.2516,1036.9027
2.3214,33.2516,1036.8806
2.3215,33.2516,1036.8584
2.3216,33.2516,1036.8362
2.3217,33.2516,1036.814
2.3218,33.2516,1036.7917
2.3219,33.2516,1036.7695
2.322,33.2516,1036.7474
2.3221,33.2516,1036.7252
2.3222,33.2516,1036.703
2.3223,33.2516,1036.7753
2.3224,33.2516,1036.8988
2.3225,33.2516,1037.0222
2.3226,33.2516,1037.1456
2.3227,33.2516,1037.269
2.3228,33.2516,1037.3926
2.3229,33.2516,1037.516
2.323,33.2516,1037.5602
2.3231,33.2516,1037.5824
2.3232,33.2516,1037.6046
2.3233,33.2516,1037.6268
2.3234,33.2516,1037.6489
2.3235,33.2516,1037.6711
2.3236,33.2516,1037.6934
2.3237,33.2516,1037.8286
2.3238,33.2516,1037.9742
2.3239,33.2516,1038.1199
2.324,33.2516,1038.2655
2.3241,33.2516,1038.4111
2.3242,33.2516,1038.5568
2.3243,33.2516,1038.6952
2.3244,33.2516,1038.6952
2.3245,33.2516,1038.6952
2.3246,33.2516,1038.6952
2.3247,33.2516,1038.6952
2.3248,33.2516,1038.6952
2.3249,33.2516,1038.6952
2.325,33.2516,1038.7445
2.3251,33.2516,1039.0135
2.3252,33.2516,1039.2826
2.3253,33.2516,1039.5518
2.3254,33.2516,1039.8208
2.3255,33.2516,1040.0898
2.3256,33.2516,1040.359
2.3257,33.2516,1040.5959
2.3258,33.2516,1040.7638
2.3259,33.2516,1040.9316
2.326,33.2516,1041.0995
2.3261,33.2516,1041.2673
2.3262,33.2516,1041.4351
2.3263,33.2516,1041.6029
2.3264,33.2516,1041.7607
2.3265,33.2516,1041.9064
2.318,33.2517,1040.454
2.3181,33.2517,1040.4105
2.3182,33.2517,1040.0704
2.3183,33.2517,1039.6769
2.3184,33.2517,1039.2833
2.3185,33.2517,1038.8899
2.3186,33.2517,1038.4963
2.3187,33.2517,1038.1029
2.3188,33.2517,1037.7094
2.3189,33.2517,1037.5591
2.319,33.2517,1037.4135
2.3191,33.2517,1037.2678
2.3192,33.2517,1037.1222
2.3193,33.2517,1036.9766
2.3194,33.2517,1036.8309
2.3195,33.2517,1036.702
2.3196,33.2517,1036.702
2.3197,33.2517,1036.702
2.3198,33.2517,1036.702
2.3199,33.2517,1036.702
2.32,33.2517,1036.702
2.3201,33.2517,1036.702
2.3202,33.2517,1036.7128
2.3203,33.2517,1036.7561
2.3204,33.2517,1036.7996
2.3205,33.2517,1036.843
2.3206,33.2517,1036.8864
2.3207,33.2517,1036.9298
2.3208,33.2517,1036.9731
2.3209,33.2517,1036.9834
2.321,33.2517,1036.9401
2.3211,33.2517,1036.8966
2.3212,33.2517,1036.8533
2.3213,33.2517,1036.8098
2.3214,33.2517,1036.7664
2.3215,33.2517,1036.723
2.3216,33.2517,1036.6796
2.3217,33.2517,1036.6362
2.3218,33.2517,1036.5928
2.3219,33.2517,1036.5494
2.322,33.2517,1036.506
2.3221,33.2517,1036.4626
2.3222,33.2517,1036.4192
2.3223,33.2517,1036.4703
2.3224,33.2517,1036.5725
2.3225,33.2517,1036.6748
2.3226,33.2517,1036.777
2.3227,33.2517,1036.8793
2.3228,33.2517,1036.9814
2.3229,33.2517,1037.0837
2.323,33.2517,1037.1399
2.3231,33.2517,1037.1832
2.3232,33.2517,1037.2267
2.3233,33.2517,1037.2701
2.3234,33.2517,1037.3135
2.3235,33.2517,1037.3569
2.3236,33.2517,1037.4003
2.3237,33.2517,1037.5374
2.3238,33.2517,1037.683
2.3239,33.2517,1037.8286
2.324,33.2517,1037.9742
2.3241,33.2517,1038.1199
2.3242,33.2517,1038.2655
2.3243,33.2517,1038.4039
2.3244,33.2517,1038.4039
2.3245,33.2517,1038.4039
2.3246,33.2517,1038.4039
2.3247,33.2517,1038.4039
2.3248,33.2517,1038.4039
2.3249,33.2517,1038.4039
2.325,33.2517,1038.4493
2.3251,33.2517,1038.6971
2.3252,33.2517,1038.9451
2.3253,33.2517,1039.193
2.3254,33.2517,1039.4408
2.3255,33.2517,1039.6887
2.3256,33.2517,1039.9365
2.3257,33.2517,1040.1658
2.3258,33.2517,1040.3549
2.3259,33.2517,1040.5438
2.326,33.2517,1040.7329
2.3261,33.2517,1040.9219
2.3262,33.2517,1041.111
2.3263,33.2517,1041.3
2.3264,33.2517,1041.4695
2.3265,33.2517,1041.6151
2.3266,33.2517,1041.7607
2.3267,33.2517,1041.9064
2.3181,33.2518,1040.1226
2.3182,33.2518,1039.7971
2.3183,33.2518,1039.4248
2.3184,33.2518,1039.0525
2.3185,33.2518,1038.6802
2.3186,33.2518,1038.308
2.3187,33.2518,1037.9357
2.3188,33.2518,1037.5634
2.3189,33.2518,1037.4135
2.319,33.2518,1037.2678
2.3191,33.2518,1037.1222
2.3192,33.2518,1036.9766
2.3193,33.2518,1036.8309
2.3194,33.2518,1036.6853
2.3195,33.2518,1036.5564
2.3196,33.2518,1036.5564
2.3197,33.2518,1036.5564
2.3198,33.2518,1036.5564
2.3199,33.2518,1036.5564
2.32,33.2518,1036.5564
2.3201,33.2518,1036.5564
2.3202,33.2518,1036.5724
2.3203,33.2518,1036.637
2.3204,33.2518,1036.7017
2.3205,33.2518,1036.7662
2.3206,33.2518,1036.8308
2.3207,33.2518,1036.8954
2.3208,33.2518,1036.9601
2.3209,33.2518,1036.9753
2.321,33.2518,1036.9108
2.3211,33.2518,1036.8461
2.3212,33.2518,1036.7815
2.3213,33.2518,1036.7169
2.3214,33.2518,1036.6522
2.3215,33.2518,1036.5876
2.3216,33.2518,1036.5231
2.3217,33.2518,1036.4584
2.3218,33.2518,1036.3938
2.3219,33.2518,1036.3292
2.322,33.2518,1036.2645
2.3221,33.2518,1036.2
2.3222,33.2518,1036.1354
2.3223,33.2518,1036.1653
2.3224,33.2518,1036.2462
2.3225,33.2518,1036.3273
2.3226,33.2518,1036.4083
2.3227,33.2518,1036.4894
2.3228,33.2518,1036.5703
2.3229,33.2518,1036.6514
2.323,33.2518,1036.7196
2.3231,33.2518,1036.7842
2.3232,33.2518,1036.8488
2.3233,33.2518,1036.9135
2.3234,33.2518,1036.978
2.3235,33.2518,1037.0426
2.3236,33.2518,1037.1073
2.3237,33.2518,1037.2461
2.3238,33.2518,1037.3917
2.3239,33.2518,1037.5374
2.324,33.2518,1037.683
2.3241,33.2518,1037.8286
2.3242,33.2518,1037.9742
2.3243,33.2518,1038.1127
2.3244,33.2518,1038.1127
2.3245,33.2518,1038.1127
2.3246,33.2518,1038.1127
2.3247,33.2518,1038.1127
2.3248,33.2518,1038.1127
2.3249,33.2518,1038.1127
2.325,33.2518,1038.1542
2.3251,33.2518,1038.3809
2.3252,33.2518,1038.6075
2.3253,33.2518,1038.8341
2.3254,33.2518,1039.0608
2.3255,33.2518,1039.2875
2.3256,33.2518,1039.5142
2.3257,33.2518,1039.7356
2.3258,33.2518,1039.9458
2.3259,33.2518,1040.1561
2.326,33.2518,1040.3663
2.3261,33.2518,1040.5765
2.3262,33.2518,1040.7869
2.3263,33.2518,1040.9971
2.3264,33.2518,1041.1782
2.3265,33.2518,1041.3239
2.3266,33.2518,1041.4695
2.3267,33.2518,1041.6151
2.3268,33.2518,1041.7607
2.3181,33.2519,1039.8345
2.3182,33.2519,1039.5238
2.3183,33.2519,1039.1727
2.3184,33.2519,1038.8217
2.3185,33.2519,1038.4706
2.3186,33.2519,1038.1195
2.3187,33.2519,1037.7684
2.3188,33.2519,1037.4174
2.3189,33.2519,1037.2678
2.319,33.2519,1037.1222
2.3191,33.2519,1036.9766
2.3192,33.2519,1036.8309
2.3193,33.2519,1036.6853
2.3194,33.2519,1036.5397
2.3195,33.2519,1036.4106
2.3196,33.2519,1036.4106
2.3197,33.2519,1036.4106
2.3198,33.2519,1036.4106
2.3199,33.2519,1036.4106
2.32,33.2519,1036.4106
2.3201,33.2519,1036.4106
2.3202,33.2519,1036.432
2.3203,33.2519,1036.5178
2.3204,33.2519,1036.6036
2.3205,33.2519,1036.6895
2.3206,33.2519,1036.7753
2.3207,33.2519,1036.8611
2.3208,33.2519,1036.9469
2.3209,33.2519,1036.9673
2.321,33.2519,1036.8813
2.3211,33.2519,1036.7955
2.3212,33.2519,1036.7097
2.3213,33.2519,1036.6239
2.3214,33.2519,1036.5381
2.3215,33.2519,1036.4523
2.3216,33.2519,1036.3665
2.3217,33.2519,1036.2806
2.3218,33.2519,1036.1948
2.3219,33.2519,1036.109
2.322,33.2519,1036.0232
2.3221,33.2519,1035.9374
2.3222,33.2519,1035.8516
2.3223,33.2519,1035.8602
2.3224,33.2519,1035.92
2.3225,33.2519,1035.9799
2.3226,33.2519,1036.0397
2.3227,33.2519,1036.0995
2.3228,33.2519,1036.1593
2.3229,33.2519,1036.2191
2.323,33.2519,1036.2993
2.3231,33.2519,1036.3851
2.3232,33.2519,1036.4709
2.3233,33.2519,1036.5568
2.3234,33.2519,1036.6426
2.3235,33.2519,1036.7284
2.3236,33.2519,1036.8142
2.3237,33.2519,1036.9548
2.3238,33.2519,1037.1005
2.3239,33.2519,1037.2461
2.324,33.2519,1037.3917
2.3241,33.2519,1037.5374
2.3242,33.2519,1037.683
2.3243,33.2519,1037.8214
2.3244,33.2519,1037.8214
2.3245,33.2519,1037.8214
2.3246,33.2519,1037.8214
2.3247,33.2519,1037.8214
2.3248,33.2519,1037.8214
2.3249,33.2519,1037.8214
2.325,33.2519,1037.859
2.3251,33.2519,1038.0645
2.3252,33.2519,1038.2699
2.3253,33.2519,1038.4753
2.3254,33.2519,1038.6808
2.3255,33.2519,1038.8862
2.3256,33.2519,1039.0917
2.3257,33.2519,1039.3054
2.3258,33.2519,1039.5369
2.3259,33.2519,1039.7683
2.326,33.2519,1039.9998
2.3261,33.2519,1040.2312
2.3262,33.2519,1040.4626
2.3263,33.2519,1040.6941
2.3264,33.2519,1040.887
2.3265,33.2519,1041.0326
2.3266,33.2519,1041.1782
2.3267,33.2519,1041.3239
2.3268,33.2519,1041.4695
2.3181,33.252,1039.5464
2.3182,33.252,1039.2505
2.3183,33.252,1038.9207
2.3184,33.252,1038.5908
2.3185,33.252,1038.2609
2.3186,33.252,1037.931
2.3187,33.252,1037.6012
2.3188,33.252,1037.2712
2.3189,33.252,1037.1222
2.319,33.252,1036.9766
2.3191,33.252,1036.8309
2.3192,33.252,1036.6853
2.3193,33.252,1036.5397
2.3194,33.252,1036.394
2.3195,33.252,1036.265
2.3196,33.252,1036.265
2.3197,33.252,1036.265
2.3198,33.252,1036.265
2.3199,33.252,1036.265
2.32,33.252,1036.265
2.3201,33.252,1036.265
2.3202,33.252,1036.2916
2.3203,33.252,1036.3987
2.3204,33.252,1036.5057
2.3205,33.252,1036.6128
2.3206,33.252,1036.7197
2.3207,33.252,1036.8268
2.3208,33.252,1036.9338
2.3209,33.252,1036.9591
2.321,33.252,1036.8521
2.3211,33.252,1036.7451
2.3212,33.252,1036.6381
2.3213,33.252,1036.531
2.3214,33.252,1036.424
2.3215,33.252,1036.3169
2.3216,33.252,1036.21
2.3217,33.252,1036.1029
2.3218,33.252,1035.9958
2.3219,33.252,1035.8888
2.322,33.252,1035.7817
2.3221,33.252,1035.6747
2.3222,33.252,1035.5677
2.3223,33.252,1035.5552
2.3224,33.252,1035.5938
2.3225,33.252,1035.6324
2.3226,33.252,1035.671
2.3227,33.252,1035.7096
2.3228,33.252,1035.7482
2.3229,33.252,1035.7867
2.323,33.252,1035.8789
2.3231,33.252,1035.986
2.3232,33.252,1036.093
2.3233,33.252,1036.2001
2.3234,33.252,1036.3071
2.3235,33.252,1036.4141
2.3236,33.252,1036.5211
2.3237,33.252,1036.6636
